번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
758,국 및 탕류,갈비탕(경기도),600,228,2.97,29.99,10.67,0,1553.17,134.42,2.08,0.08
759,국 및 탕류,갈비탕(경상도),600,246,8.47,34.9,7.91,0,1809.41,133.76,2.6,0.13
760,국 및 탕류,갈비탕(서울),600,270,17.07,23.83,11.9,0,1748.08,73.61,2.89,0.17
761,국 및 탕류,갈비탕(전라도),600,222,4.78,27.83,10.05,0,1863.53,39.1,1.84,0.08
762,국 및 탕류,갈비탕(충청도),600,228,5.11,24.03,12.1,0,1997.5,80.34,2.56,0.11
763,국 및 탕류,곰탕,700,579.61,7.35,70.13,29.97,0,822.77,197.94,7.97,0.75
764,국 및 탕류,곰탕(강원도),700,686,0.41,91.57,35.2,0,512.8,274.29,10.56,1.08
765,국 및 탕류,곰탕(경기도),700,847,29.4,86.46,42.49,0,714.4,226.42,12.28,1.31
766,국 및 탕류,곰탕(경상도),700,294,1.67,37.25,15.03,0,490.65,95.66,3.56,0.36
767,국 및 탕류,곰탕(서울),700,595,5.81,69.8,32.59,0,1486.58,148.63,10.75,0.92
768,국 및 탕류,곰탕(전라도),700,686,5.2,64.68,45.24,0,1069.44,245.2,6.01,0.36
769,국 및 탕류,곰탕(충청도),700,371,1.62,71.02,9.24,0,662.75,197.46,4.66,0.43
770,국 및 탕류,꼬리곰탕,700,765.79,4.63,102.3,37.56,0,765.74,251.92,9.81,1.04
771,국 및 탕류,꼬리곰탕(강원도),700,609,3.77,84.44,28.1,0,703.7,217.76,9.9,1.22
772,국 및 탕류,꼬리곰탕(경기도),700,819,6.03,115.7,36.72,0,712.09,290.51,8.88,0.9
773,국 및 탕류,꼬리곰탕(경상도),700,679,4.96,94.7,30.89,0,592.58,230.11,7.08,0.8
774,국 및 탕류,꼬리곰탕(서울),700,574,6.78,88.69,21.39,0,1522.68,190.44,7.69,0.8
775,국 및 탕류,꼬리곰탕(전라도),700,959,0.8,104.36,59.89,0,529.61,260.9,10.95,0.96
776,국 및 탕류,꼬리곰탕(충청도),700,959,5.43,125.95,48.38,0,533.8,321.78,14.32,1.55
777,국 및 탕류,삼계탕,1000,917.61,40.93,115.29,32.52,0,1310.98,471.7,10.76,0.32
778,국 및 탕류,삼계탕(강원도),1000,970,23.16,127.84,40.41,0,899.73,507.8,13.13,0.36
779,국 및 탕류,삼계탕(경기도),1000,1030,50.9,116.88,39.82,0,1000.07,534.08,10.56,0.39
780,국 및 탕류,삼계탕(경상도),1000,840,51.7,101.09,24.94,0,1378.55,440.54,6.59,0.18
781,국 및 탕류,삼계탕(서울),1000,970,58.44,123.03,26.93,0,2134.85,413.36,12.05,0.41
782,국 및 탕류,삼계탕(전라도),1000,880,20.14,121.78,34.63,0,1665.89,503.12,11.82,0.26
783,국 및 탕류,삼계탕(충청도),1000,830,41.27,101.13,28.41,0,786.78,431.33,10.42,0.33
784,국 및 탕류,도가니탕,800,573.18,4.54,100.88,16.83,0,598.16,163.79,4.71,0.44
785,국 및 탕류,도가니탕(강원도),800,552,2.5,99.74,16.03,0,670.7,172.22,4.66,0.53
786,국 및 탕류,도가니탕(경기도),800,520,0.9,97.27,13.93,0,642.62,204.55,2.06,0.22
787,국 및 탕류,도가니탕(경상도),800,520,7.71,73.6,21.42,0,404.8,107.62,8.34,0.91
788,국 및 탕류,도가니탕(서울),800,536,8.34,94.37,13.64,0,632.78,142.39,2.8,0.21
789,국 및 탕류,도가니탕(전라도),800,672,4.74,101.57,27.65,0,554.78,165.81,6.77,0.51
790,국 및 탕류,도가니탕(충청도),800,640,3.08,138.74,8.32,0,683.26,190.16,3.66,0.3
791,국 및 탕류,선짓국,800,337.35,10.97,51.14,9.88,0.07,2518.98,294.04,2.01,0.1
792,국 및 탕류,선짓국(강원도),800,272,12.23,42.14,5.71,0,2450.35,294.26,1.34,0.04
793,국 및 탕류,선짓국(경기도),800,296,24.24,30.04,8.75,0.26,2444.98,350.28,2.93,0.21
794,국 및 탕류,선짓국(경상도),800,440,4.79,65.47,17.3,0,2600.72,404.83,1.36,0.03
795,국 및 탕류,선짓국(서울),800,272,0.32,51.62,7.22,0,2854.53,230.5,1.63,0.1
796,국 및 탕류,선짓국(전라도),800,416,22.11,59.83,9.62,0.18,1947.38,274.58,2.54,0.08
797,국 및 탕류,선짓국(충청도),800,336,2.13,57.75,10.66,0,2815.96,209.79,2.26,0.1
798,국 및 탕류,설렁탕,600,419.81,12.56,59.58,14.59,0.25,685.78,145.33,5.72,0.4
799,국 및 탕류,설렁탕(강원도),600,408,9.94,62.33,13.28,0,765.19,147.47,6.25,0.2
800,국 및 탕류,설렁탕(경기도),600,330,7.52,45.25,12.9,0,981.7,103.59,3.95,0.34
801,국 및 탕류,설렁탕(경상도),600,426,9.86,53.77,19.05,0,586.84,143.36,6.94,0.57
802,국 및 탕류,설렁탕(서울),600,498,23.74,67.61,14.61,0,894.23,151.06,5.54,0.52
803,국 및 탕류,설렁탕(전라도),600,408,2.17,67.08,14.36,0,457.68,185.59,6.2,0.41
804,국 및 탕류,설렁탕(충청도),600,456,22.11,61.42,13.31,1.52,429.08,140.89,5.42,0.36
805,국 및 탕류,순대국,800,540.3,17.26,43.52,33.02,0,1504.04,246,10.98,0.16
806,국 및 탕류,순대국(강원도),800,624,37.09,46,32.56,0,1537.68,321.42,12.69,0.22
807,국 및 탕류,순대국(경기도),800,536,15.88,46.38,32.23,0,879.86,331.1,7.74,0.06
808,국 및 탕류,순대국(경상도),800,488,29.95,24.3,30.35,0,1245.89,127.02,9.73,0.11
809,국 및 탕류,순대국(서울),800,688,8.75,58.88,46.56,0,1586.62,183.46,10.62,0.19
810,국 및 탕류,순대국(전라도),800,536,0.78,43.58,39.93,0,2030.26,256.72,15.29,0.28
811,국 및 탕류,순대국(충청도),800,360,11.11,42.02,16.48,0,1743.95,256.27,9.82,0.11
812,국 및 탕류,어묵국,600,250.86,34.24,18.34,4.51,2.14,2064.71,24.74,1.56,0.02
813,국 및 탕류,어묵국(강원도),600,258,38.79,15.14,4.44,2.89,1747.32,14.74,1.45,0.02
814,국 및 탕류,어묵국(경기도),600,246,33.75,19.24,3.7,0.34,2345.53,23.05,0.92,0.01
815,국 및 탕류,어묵국(경상도),600,180,21.76,15.62,3.17,3.5,1874.03,35.35,1.03,0.02
816,국 및 탕류,어묵국(서울),600,318,43.55,15.45,8.8,2.96,1748.65,29.74,2.66,0.04
817,국 및 탕류,어묵국(전라도),600,252,33.4,19.81,4.64,2.65,2090.15,30.13,1.86,0.02
818,국 및 탕류,어묵국(충청도),600,258,34.21,24.77,2.28,0.46,2582.54,15.44,1.44,0.01
819,국 및 탕류,소고기육개장,700,339.87,20.82,21.9,18.77,0.54,2853.09,142.71,7.27,0.76
820,국 및 탕류,소고기육개장(강원도),700,392,36.69,24.37,16.74,1.31,2833.34,193.02,11.47,0.78
821,국 및 탕류,소고기육개장(경기도),700,336,33.43,16.69,15.34,0.36,3060.71,166.7,4.06,2.46
822,국 및 탕류,소고기육개장(경상도),700,343,17.58,14.91,23.31,0.34,2922.07,68.38,8.42,0.6
823,국 및 탕류,소고기육개장(서울),700,231,5.38,26.46,11.21,0,1978.17,80.54,3.7,0.23
824,국 및 탕류,소고기육개장(전라도),700,385,16.93,25.45,24.12,1.2,3195.05,153.52,6.06,0.22
825,국 및 탕류,소고기육개장(충청도),700,350,14.96,23.56,21.91,0,3129.21,194.08,9.93,0.25
826,국 및 탕류,토란국,250,462.5,92,8.5,6.75,0,702.5,19.88,0.75,0
827,국 및 탕류,연포탕,1000,541.64,20.19,94.9,9.03,0.23,2337.46,1057.46,1.75,0.08
828,국 및 탕류,연포탕(강원도),1000,620,20.06,108.28,11.79,0.1,2267.14,1380.97,2.18,0.1
829,국 및 탕류,연포탕(경기도),1000,580,11.81,115.43,7.48,0,2299.11,1375,2.01,0.1
830,국 및 탕류,연포탕(경상도),1000,610,50.62,83.55,7.67,1.08,2658.28,1018.23,1.68,0.06
831,국 및 탕류,연포탕(서울),1000,450,12.76,82.31,7.37,0,2283.26,772.86,1.01,0.03
832,국 및 탕류,연포탕(전라도),1000,550,8.39,109.63,9.21,0,2280.71,1070.48,2.26,0.12
833,국 및 탕류,연포탕(충청도),1000,450,17.5,70.22,10.67,0.18,2236.24,727.22,1.38,0.06
834,국 및 탕류,탕국         ,250,92.5,0.25,13.25,4.25,0,656.75,30.12,1,0
835,국 및 탕류,소탕        ,150,87,1.95,7.65,5.4,0,353.6,0,0.6,0
836,국 및 탕류,어탕        ,150,85.5,1.8,12.75,3.15,0,485.08,52.56,0.45,0
837,국 및 탕류,육탕        ,150,87,0.3,12.6,3.9,0,356.94,43.78,1.65,0.15
838,찌개 및 전골류,동태찌개,800,368.18,10.44,46.19,15.74,2.61,2575.62,315.41,2.34,0.34
839,찌개 및 전골류,동태찌개(강원도),800,376,10,46.78,16.5,0.21,3021.06,467.36,3.54,0.73
840,찌개 및 전골류,동태찌개(경기도),800,408,9.16,53.55,17.02,7.08,2570.42,433.66,1.58,0.21
841,찌개 및 전골류,동태찌개(경상도),800,344,17.63,46.35,10.04,2.56,2525.29,263.38,1.19,0.04
842,찌개 및 전골류,동태찌개(서울),800,352,8.34,50.24,12.88,2.09,2446.56,304.55,1.73,0.84
843,찌개 및 전골류,동태찌개(전라도),800,272,16.14,36.35,7.18,1.7,2306.14,190.59,3.98,0.11
844,찌개 및 전골류,동태찌개(충청도),800,456,1.34,43.87,30.82,2.01,2584.25,232.9,1.98,0.15
845,찌개 및 전골류,감자탕,900,959.54,26.88,95.93,52.03,0.76,2631.2,453.8,16.48,0.16
846,찌개 및 전골류,감자탕(강원도),900,900,21.72,92.08,49.38,0.32,2381.92,470.84,14.77,0.11
847,찌개 및 전골류,감자탕(경기도),900,900,33.53,94.73,43.41,0,2869.51,412.57,13.69,0
848,찌개 및 전골류,감자탕(경상도),900,954,23.28,92.72,54.74,0.69,3188.72,478.15,15.02,0.19
849,찌개 및 전골류,감자탕(서울),900,1053,23.54,105.64,59.83,0,2419.92,523.06,21.63,0.22
850,찌개 및 전골류,감자탕(전라도),900,1116,22.4,103.7,67.73,1.4,2278.74,505.98,20.32,0.27
851,찌개 및 전골류,감자탕(충청도),900,828,36.84,86.71,37.09,2.16,2648.4,332.21,13.42,0.15
852,찌개 및 전골류,김치찌개,400,243.03,11.93,15.07,15,3.02,1962.14,25.18,2.76,0.03
853,찌개 및 전골류,김치찌개(강원도),400,232,7.55,13.36,16.67,0.96,1795.31,20.15,3.47,0.03
854,찌개 및 전골류,김치찌개(경기도),400,212,8.17,16.02,12.74,4.47,2032,31.15,2.89,0.02
855,찌개 및 전골류,김치찌개(경상도),400,264,8.13,16.42,18.31,4.3,1723.75,22.43,3.7,0.04
856,찌개 및 전골류,김치찌개(서울),400,228,21.32,15.93,8.65,2.75,2407.44,30.94,2.18,0.04
857,찌개 및 전골류,김치찌개(전라도),400,284,18.78,15.18,16.33,2.04,1813.74,30.6,2.27,0.02
858,찌개 및 전골류,김치찌개(충청도),400,240,7.62,13.52,17.34,3.62,2000.62,15.81,2.03,0.03
859,찌개 및 전골류,내장탕,700,546.64,13.59,54.78,30.35,1.18,2336.88,460.59,8.39,0.47
860,찌개 및 전골류,내장탕(강원도),700,574,21.69,55.66,29.16,0,2832.66,570.3,9.29,0.63
861,찌개 및 전골류,내장탕(경기도),700,427,13.16,57.34,15.74,0,2256.18,469.9,5.68,0.36
862,찌개 및 전골류,내장탕(경상도),700,546,7.51,64,29.12,7.12,1278.21,475.86,5.26,0.1
863,찌개 및 전골류,내장탕(서울),700,749,11.35,55.36,53.56,0,1990.98,389.28,12.93,0.6
864,찌개 및 전골류,내장탕(전라도),700,574,9.53,60.82,32.78,0,2853.83,514.54,8.91,0.5
865,찌개 및 전골류,내장탕(충청도),700,413,18.31,35.47,21.78,0,2809.41,343.69,8.28,0.64
866,찌개 및 전골류,닭볶음탕,300,367.92,22.63,37.98,13.94,5.75,1023.02,154.84,4.03,0.08
867,찌개 및 전골류,닭볶음탕(강원도),300,330,15.39,35.36,14.01,5.31,812.53,142.54,2.94,0.04
868,찌개 및 전골류,닭볶음탕(경기도),300,315,26.88,30.82,9.29,4.15,1080.33,128.96,3.2,0.06
869,찌개 및 전골류,닭볶음탕(경상도),300,390,21.57,39.82,16.05,3.41,1087,168.17,4.42,0.08
870,찌개 및 전골류,닭볶음탕(서울),300,327,23.74,31.72,11.56,3.91,1047.11,116.97,3.71,0.08
871,찌개 및 전골류,닭볶음탕(전라도),300,495,23.41,55.57,19.87,12.95,1044.89,224.79,6.04,0.15
872,찌개 및 전골류,닭볶음탕(충청도),300,354,24.82,34.6,12.85,4.77,1066.24,147.59,3.87,0.09
873,찌개 및 전골류,된장찌개,400,144.88,13.46,11.5,5.01,1.8,2021.01,11.81,0.78,0
874,찌개 및 전골류,된장찌개(강원도),400,148,12.51,10.18,6.36,1.83,1798.04,4.71,0.93,0
875,찌개 및 전골류,된장찌개(경기도),400,156,15.23,10.91,5.53,0.54,2189.86,11.2,0.71,0.01
876,찌개 및 전골류,된장찌개(경상도),400,156,14.86,10.25,6.22,2.83,2103.42,15.6,0.82,0
877,찌개 및 전골류,된장찌개(서울),400,128,15.84,13.03,1.39,1.47,1984.05,20.53,0.44,0
878,찌개 및 전골류,된장찌개(전라도),400,136,13.76,9.71,4.46,4.01,1690.64,16.14,0.83,0
879,찌개 및 전골류,된장찌개(충청도),400,148,8.52,14.92,6.07,0.12,2360.06,2.69,0.92,0
880,찌개 및 전골류,순두부찌개,400,200.08,7.62,14.43,12.43,1.32,1350.98,80.94,1.79,0.09
881,찌개 및 전골류,순두부찌개(강원도),400,244,4.35,15.37,18.23,0,1541.94,96.48,3.6,0.45
882,찌개 및 전골류,순두부찌개(경기도),400,180,6.77,14.96,10.27,1.28,1264.49,109.69,0.87,0
883,찌개 및 전골류,순두부찌개(경상도),400,184,7.9,14.66,10.4,2.38,1241.58,56.14,1.58,0.02
884,찌개 및 전골류,순두부찌개(서울),400,208,9.93,14.59,12.31,2.3,1625.48,97.84,1.2,0
885,찌개 및 전골류,순두부찌개(전라도),400,152,6.81,11.61,8.82,0.35,1120.16,61.86,1.48,0.01
886,찌개 및 전골류,순두부찌개(충청도),400,232,9.96,15.39,14.55,1.61,1312.21,63.6,2.03,0.04
887,찌개 및 전골류,광어매운탕,600,419.8,9.13,58.42,16.62,1.42,1799.02,375.05,3.04,0.08
888,찌개 및 전골류,광어매운탕(강원도),600,438,9.25,63.94,16.16,1.7,2176.48,323.39,2.86,0.09
889,찌개 및 전골류,광어매운탕(경기도),600,390,6.76,51.08,17.53,0.63,1782.88,325.85,3.49,0.08
890,찌개 및 전골류,광어매운탕(경상도),600,432,3.44,61.9,18.85,1.06,1601.38,354.19,2.91,0.08
891,찌개 및 전골류,광어매운탕(서울),600,402,14.07,54.55,14.3,0.46,2106.92,447.35,3.2,0.17
892,찌개 및 전골류,광어매운탕(전라도),600,456,7.96,58.76,20.72,3.8,1443.68,371.75,3.59,0.02
893,찌개 및 전골류,광어매운탕(충청도),600,402,13.31,60.27,12.17,0.89,1682.8,427.79,2.22,0.05
894,찌개 및 전골류,대구매운탕,600,361.75,16.84,57.36,7.21,1.09,1983.9,516.74,0.97,0.03
895,찌개 및 전골류,대구매운탕(강원도),600,498,40.31,60.71,10.52,1.1,2004.05,522.16,0.77,0.02
896,찌개 및 전골류,대구매운탕(경기도),600,336,9.26,58.39,7.04,0.32,2418.39,598.25,0.89,0.03
897,찌개 및 전골류,대구매운탕(경상도),600,330,10.96,52.49,8.18,0.68,1995.92,355.45,1.32,0.02
898,찌개 및 전골류,대구매운탕(서울),600,366,14.66,60.53,7.25,1.03,2008.21,456.43,1.15,0.07
899,찌개 및 전골류,대구매운탕(전라도),600,354,16.69,56.4,6.88,3.22,1810.93,516.6,1.02,0.02
900,찌개 및 전골류,대구매운탕(충청도),600,288,9.17,55.65,3.41,0.22,1665.89,651.57,0.69,0.02
901,찌개 및 전골류,우럭매운탕,600,406.82,11.24,52.15,17.03,1.08,1773.88,362.77,2.97,0.08
902,찌개 및 전골류,우럭매운탕(강원도),600,426,9.94,58.63,16.82,0.43,1399.99,366.12,2.35,0.07
903,찌개 및 전골류,우럭매운탕(경기도),600,330,9.67,41.77,14.02,0.42,2152.2,222.6,2.3,0.04
904,찌개 및 전골류,우럭매운탕(경상도),600,426,10.06,51.76,19.87,0.92,1750.18,439.86,3.68,0.12
905,찌개 및 전골류,우럭매운탕(서울),600,432,11.63,59.81,16.53,0.41,1645,510.7,4.63,0.16
906,찌개 및 전골류,우럭매운탕(전라도),600,366,13.36,48.65,13,3.89,1668.74,229.61,2.38,0.04
907,찌개 및 전골류,우럭매운탕(충청도),600,456,12.76,52.25,21.95,0.39,2027.19,407.74,2.5,0.08
908,찌개 및 전골류,부대찌개,600,520.05,47.35,25.96,25.2,3.87,2664.21,82.64,6.79,0.11
909,찌개 및 전골류,부대찌개(강원도),600,666,48.22,29.14,39.82,0,2737.73,107.61,8.43,0.14
910,찌개 및 전골류,부대찌개(경기도),600,480,38.41,26.48,24.67,5.46,2316.57,78.4,5.2,0.09
911,찌개 및 전골류,부대찌개(경상도),600,456,42.97,24.06,21.07,1.91,3108.56,70.06,6.56,0.08
912,찌개 및 전골류,부대찌개(서울),600,540,57.23,25.2,23.6,0,2750.1,77.82,7.31,0.17
913,찌개 및 전골류,부대찌개(전라도),600,444,46.21,24.89,17.83,6.47,2136.81,75.08,5.35,0.08
914,찌개 및 전골류,부대찌개(충청도),600,528,51.04,26,24.24,9.37,2935.5,86.9,7.85,0.09
915,찌개 및 전골류,알탕,700,425.56,11.46,66.68,12.56,0.03,2642.17,1009.53,2.21,0.18
916,찌개 및 전골류,알탕(강원도),700,427,11.67,63.85,14.12,0,2553.6,925.93,3.11,0.12
917,찌개 및 전골류,알탕(경기도),700,427,20.16,59.4,12.2,0.16,2759.76,959.06,1.78,0.07
918,찌개 및 전골류,알탕(경상도),700,371,11.3,62.62,8.08,0,2263.18,922.96,1.34,0.18
919,찌개 및 전골류,알탕(서울),700,427,10.71,71.4,10.58,0,2768.96,954.73,1.76,0.2
920,찌개 및 전골류,알탕(전라도),700,462,7.91,70.04,17.01,0,2977.45,1069.4,2.58,0.41
921,찌개 및 전골류,알탕(충청도),700,441,6.99,72.77,13.36,0,2530.07,1225.06,2.71,0.13
922,찌개 및 전골류,청국장찌개,400,271.57,10.41,22.4,15.59,1,1794.84,3.83,2.3,0
923,찌개 및 전골류,청국장찌개(강원도),400,292,8.04,23.44,18.47,2.16,1815.58,0,4.19,0.01
924,찌개 및 전골류,청국장찌개(경기도),400,252,10.09,21,14.38,1.05,1819.01,7.56,1.59,0
925,찌개 및 전골류,청국장찌개(경상도),400,248,8.55,21.61,14.36,0,1641.5,8.16,2.72,0.02
926,찌개 및 전골류,청국장찌개(서울),400,256,17.58,21.45,11.08,0.2,1882.86,1.04,1.26,0
927,찌개 및 전골류,청국장찌개(전라도),400,272,15.41,25.2,12.14,0.14,1428.6,1.45,1.86,0
928,찌개 및 전골류,청국장찌개(충청도),400,308,2.81,21.72,23.11,2.42,2181.48,4.75,2.14,0
929,찌개 및 전골류,추어탕,700,341.13,20.29,24.59,17.96,0,2046.47,106.19,1.55,0.1
930,찌개 및 전골류,추어탕(강원도),700,350,11.66,26.97,22.11,0,2128.02,105.92,1.38,0.13
931,찌개 및 전골류,추어탕(경기도),700,273,25.5,16.32,12.03,0,1755.52,87.37,1.25,0.11
932,찌개 및 전골류,추어탕(경상도),700,203,11.66,25.38,8.29,0,2383.89,114.78,0.97,0.09
933,찌개 및 전골류,추어탕(서울),700,364,19.17,22.7,22.11,0,1830.34,90.06,1.93,0.11
934,찌개 및 전골류,추어탕(전라도),700,483,37.59,26.76,24.77,0,2214.93,119.24,2.1,0.04
935,찌개 및 전골류,추어탕(충청도),700,350,16.13,29.43,18.44,0,1966.13,119.74,1.64,0.14
936,찌개 및 전골류,콩비지찌개,400,247.61,17.87,19.37,10.96,1.28,1287.09,24.05,1.96,0.02
937,찌개 및 전골류,콩비지찌개(강원도),400,232,17.95,21.32,8.43,0.08,1720.71,19.12,2.1,0.08
938,찌개 및 전골류,콩비지찌개(경기도),400,288,19.46,23.2,13.14,0.38,879.33,16.71,2.39,0.02
939,찌개 및 전골류,콩비지찌개(경상도),400,240,15.65,20.5,10.53,1.9,1396.1,17.81,1.4,0.03
940,찌개 및 전골류,콩비지찌개(서울),400,272,16.43,20.68,13.53,1.29,1041.56,21.32,2.3,0.02
941,찌개 및 전골류,콩비지찌개(전라도),400,232,24.14,14.87,8.53,4.02,1327.7,48.29,1.27,0
942,찌개 및 전골류,콩비지찌개(충청도),400,220,13.59,15.67,11.62,0,1357.13,21.05,2.34,0
943,찌개 및 전골류,장어탕,800,486.43,23.59,34.22,28.35,1.79,2074.55,285.42,5.39,0.2
944,찌개 및 전골류,장어탕(강원도),800,448,17.8,36.52,25.37,3.02,2294.42,356.26,4.22,0.16
945,찌개 및 전골류,장어탕(경기도),800,504,29.31,33.1,28.4,0.76,1952.96,219.22,4.98,0.22
946,찌개 및 전골류,장어탕(경상도),800,440,19.67,28.31,27.46,1.14,1887.5,284.65,6.11,0.18
947,찌개 및 전골류,장어탕(서울),800,504,22.95,38.29,28.51,3.18,2212.09,276.21,4.34,0.13
948,찌개 및 전골류,장어탕(전라도),800,592,26.74,43.14,34.34,0,2029.96,403.19,7.89,0.32
949,찌개 및 전골류,장어탕(충청도),800,440,25.06,26.01,26.04,2.64,2070.38,173.02,4.82,0.19
950,찜류,민어찜       ,100,137,0,21.5,5.9,0,1089.43,97.77,1.7,0
951,찜류,도미찜,100,126,0.5,23,3.5,0,839.96,99.01,0.9,0
952,찜류,아구찜,400,310.87,17.47,48.3,5.31,0.69,1406.2,389.13,0.86,0.03
953,찜류,아구찜(강원도),400,316,18.2,51.96,4.09,0.04,1450.06,473.38,0.65,0.02
954,찜류,아구찜(경기도),400,300,20.04,47.8,3.31,0.94,1351.67,433.91,0.72,0.04
955,찜류,아구찜(경상도),400,312,11.17,54.09,5.85,0.59,1370.88,401.83,0.93,0.01
956,찜류,아구찜(서울),400,312,22.51,37.49,7.88,0.65,1338.18,272.69,1.11,0.06
957,찜류,아구찜(전라도),400,336,10.45,61.47,5.56,1.08,1478.99,460.22,0.96,0.03
958,찜류,아구찜(충청도),400,284,22.45,37,5.16,0.84,1447.43,292.77,0.79,0.04
959,찜류,조기찜,100,182,1.6,20.1,10.6,0,602.03,138.43,2.8,0.1
960,찜류,홍어찜,250,202.67,1.22,47.12,1.04,1.22,644.96,235.12,0.34,0.01
961,찜류,홍어찜(강원도),250,202.5,0,49.74,0.28,0,590.49,277.58,0.43,0.01
962,찜류,홍어찜(경기도),250,195,0.47,46.7,0.65,0.47,640.29,232.38,0.15,0
963,찜류,홍어찜(경상도),250,190,0.81,43.72,1.33,0.81,635.54,220.34,0.33,0
964,찜류,홍어찜(서울),250,192.5,2.04,43.37,1.16,2.04,742.77,193.56,0.32,0.02
965,찜류,홍어찜(전라도),250,212.5,1.14,48.2,1.56,1.14,671.28,186.48,0.44,0.02
966,찜류,홍어찜(충청도),250,227.5,2.87,50.98,1.22,2.87,589.36,300.42,0.4,0
967,찜류,전어찜,100,278,0.6,17.3,23,0,447.4,97.88,6.8,0.1
968,찜류,병어찜       ,100,180,0.2,18.9,11.5,0,650.98,71.92,3.6,0.1
969,찜류,문어숙회     ,80,67.2,0.72,14.88,0.48,0,208.33,140.11,0.16,0
970,찜류,소갈비찜,250,494.6,13.14,49.86,26.96,4.32,753.64,141.48,10.34,1.07
971,찜류,소갈비찜(강원도),250,555,7.5,57.73,32.72,2.14,679.8,165.86,10.89,1.08
